City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
391,tamiahua,21.2667,-97.45,290.55,91,100,6.83,MX,1675266530
392,cairns,-16.9167,145.7667,300.96,93,100,1.54,AU,1675266530
393,paramirim,-13.4425,-42.2389,303.77,42,2,2.73,BR,1675266531
394,santa rosa,14.3122,121.1114,299.32,83,34,4.29,PH,1675266328
395,brookhaven,31.5791,-90.4407,276.37,92,100,3.24,US,1675266366
396,skelleftea,64.7507,20.9528,266.35,86,40,3.09,SE,1675266532
397,atar,20.5169,-13.0499,302.12,7,62,2.9,MR,1675266238
398,obernai,48.4631,7.481,281.12,70,100,6.17,FR,1675266532
399,souillac,-20.5167,57.5167,300.36,78,75,2.57,MU,1675266533
400,mersing,2.4312,103.8405,298.1,94,40,2.57,MY,1675266533
401,boyabat,41.4689,34.7667,275.74,92,100,0.41,TR,1675266534
402,manta,-0.95,-80.7333,302.03,74,75,1.54,EC,1675266534
403,alofi,-19.0595,-169.9187,297.09,23,100,2.57,NU,1675266535
404,barra,-11.0894,-43.1417,304.86,40,9,2.48,BR,1675266531
405,yasnyy,51.0333,59.8742,255.78,82,1,3.44,RU,1675266535
406,yining,29.0361,114.5636,284.84,50,100,2.75,CN,1675266292
407,umm lajj,25.0213,37.2685,292.7,52,0,6.9,SA,1675266536
408,maceio,-9.6658,-35.7353,297.84,94,75,3.09,BR,1675266536
409,deblin,51.5591,21.8483,277.03,57,100,6.09,PL,1675266537
410,kudahuvadhoo,2.6708,72.8944,299.89,73,72,6.29,MV,1675266537
411,rurrenabaque,-14.4413,-67.5278,298.09,83,75,4.12,BO,1675266538
412,maumere,-8.6199,122.2111,299.73,83,95,1.95,ID,1675266538
413,rebrikha,53.0733,82.3408,258.69,97,94,1.36,RU,1675266539
414,north bend,43.4065,-124.2243,274.18,86,0,3.6,US,1675266327
415,monastyryshche,48.9909,29.8047,273.35,90,98,5.14,UA,1675266539
416,bulawayo,-20.15,28.5833,293.97,82,98,1.58,ZW,1675266540
417,porto santo,33.072,-16.3415,291.36,59,20,7.2,PT,1675266540
418,srednebelaya,50.6594,128.0106,254.36,86,26,3.61,RU,1675266541
419,ryotsu,38.0833,138.4333,276.18,60,100,12.08,JP,1675266541
420,cabedelo,-6.9811,-34.8339,303.52,66,78,4.7,BR,1675266542
421,olinda,-8.0089,-34.8553,303.0,62,20,4.12,BR,1675266543
422,la rioja,42.25,-2.5,278.03,76,21,2.75,ES,1675266544
423,sao mateus do sul,-25.8742,-50.3828,298.57,71,72,1.68,BR,1675266544
424,freetown,8.484,-13.2299,303.99,66,20,4.12,SL,1675266545
425,namibe,-15.1961,12.1522,296.87,72,86,3.83,AO,1675266545
426,ferme-neuve,46.7001,-75.4493,262.35,89,99,3.18,CA,1675266546
427,lesnikovo,55.2822,65.3175,257.61,93,51,3.0,RU,1675266547
428,kormilovka,55.0026,74.1028,252.76,98,14,2.05,RU,1675266548
429,hay river,60.8156,-115.7999,241.14,68,20,6.69,CA,1675266548
430,presevo,42.3092,21.6492,280.37,62,13,0.61,RS,1675266549
431,simbakoro,8.6,-11.0167,309.45,17,5,2.1,SL,1675266549
432,dong xoai,11.5333,106.9167,296.66,92,99,1.23,VN,1675266429
433,tala,30.6803,30.9429,286.31,49,88,6.61,EG,1675266551
434,kamenka,51.3223,42.7678,271.04,96,100,4.51,RU,1675266553
435,lincent,50.7122,5.0365,282.19,68,75,9.26,BE,1675266553
436,praia,14.9215,-23.5087,298.45,53,20,7.72,CV,1675266554
437,jiangyou,31.7667,104.7167,286.14,39,100,2.19,CN,1675266556
438,murgab,37.4966,61.9714,283.08,71,100,5.64,TM,1675266557
439,obidos,-1.9175,-55.5181,305.47,50,68,0.79,BR,1675266557
440,masuguru,-11.3667,38.4167,298.22,91,100,1.34,TZ,1675266558
441,hanzhong,33.0728,107.0303,282.84,25,100,3.07,CN,1675266559
442,kilindoni,-7.9139,39.6668,300.81,78,38,4.79,TZ,1675266560
443,inirida,3.8653,-67.9239,305.69,38,77,1.81,CO,1675266561
444,lompoc,34.6391,-120.4579,279.03,81,20,3.6,US,1675266562
445,tabas,33.5959,56.9244,283.27,93,100,1.03,IR,1675266563
446,luangwa,-15.6167,30.4167,300.22,80,45,1.39,ZM,1675266564
447,gazli,40.1333,63.45,282.7,85,100,7.55,UZ,1675266565
448,vredendal,-31.6683,18.5012,297.91,47,0,10.22,ZA,1675266566
449,moree,-29.4667,149.85,296.63,33,58,2.96,AU,1675266566
450,laukaa,58.7372,29.8453,270.83,96,100,3.46,RU,1675266567
451,novikovo,51.1537,37.8879,271.56,97,100,3.18,RU,1675266569
452,pemangkat,1.1667,108.9667,298.69,86,91,1.66,ID,1675266569
453,nador,35.174,-2.9287,290.19,58,0,2.06,MA,1675266319
454,kwinana,-32.25,115.7667,296.93,45,0,1.34,AU,1675266570
455,luebo,-5.35,21.4167,301.54,60,57,1.37,CD,1675266570
456,san pedro de macoris,18.4616,-69.2972,300.49,57,34,7.62,DO,1675266571
457,madimba,-10.4,40.3333,301.77,83,20,4.63,TZ,1675266571
458,kargasok,59.0556,80.8572,259.4,93,69,3.56,RU,1675266572
459,pontianak,-0.0333,109.3333,297.14,94,75,2.06,ID,1675266572
460,bojnurd,37.4747,57.329,275.12,93,100,1.03,IR,1675266573
461,saldanha,-33.0117,17.9442,298.18,85,25,7.91,ZA,1675266573
462,enid,36.3956,-97.8784,269.43,72,0,2.06,US,1675266574
463,eyl,7.9803,49.8164,297.52,63,0,8.04,SO,1675266575
464,ruteng,-8.6136,120.4721,290.45,92,100,0.13,ID,1675266575
465,inongo,-1.95,18.2667,301.28,60,37,0.47,CD,1675266575
466,la paz,-16.5,-68.15,284.14,76,100,2.57,BO,1675266304
467,laguna,38.421,-121.4238,278.58,88,0,1.54,US,1675266576
468,chapar,26.2667,90.4667,291.95,46,0,2.11,IN,1675266577
469,tura,25.5198,90.2201,289.03,37,0,0.66,IN,1675266577
470,wendo,6.6,38.4167,293.29,41,90,2.17,ET,1675266578
471,kasulu,-4.5767,30.1025,294.06,86,24,0.72,TZ,1675266578
472,lunino,53.5918,45.2271,266.25,93,59,3.86,RU,1675266579
473,menongue,-14.6585,17.691,295.57,79,100,1.49,AO,1675266579
474,riohacha,11.5444,-72.9072,302.21,61,40,7.72,CO,1675266507
475,usuki,33.1081,131.7878,280.72,77,96,4.49,JP,1675266580
476,sistranda,63.7256,8.834,270.13,56,81,2.12,NO,1675266580
477,san ignacio,17.1561,-89.0714,298.23,83,40,3.09,BZ,1675266581
478,bagdarin,54.4333,113.6,250.82,91,93,1.7,RU,1675266581
479,swan river,52.1058,-101.2676,249.09,77,84,5.14,CA,1675266350
480,henties bay,-22.116,14.2845,291.86,80,100,5.63,NA,1675266582
481,andijon,40.7821,72.3442,276.75,93,100,1.13,UZ,1675266312
482,jinchang,38.4953,102.1739,268.74,28,72,1.88,CN,1675266583
483,fort nelson,58.8053,-122.7002,250.92,71,75,1.03,CA,1675266583
484,tomatlan,19.9333,-105.25,299.1,48,83,0.49,MX,1675266584
485,mattru,7.6244,-11.8332,310.08,28,0,0.71,SL,1675266584
486,tromso,69.6496,18.957,270.03,93,40,1.03,NO,1675266585
487,urumita,10.5589,-73.0123,303.38,27,6,4.02,CO,1675266585
488,sambava,-14.2667,50.1667,299.33,86,83,4.59,MG,1675266586
489,ponta delgada,37.7333,-25.6667,287.55,77,40,6.69,PT,1675266586
490,bafoussam,5.4737,10.4179,301.7,23,33,2.95,CM,1675266587
491,port augusta,-32.5,137.7667,290.99,67,2,7.47,AU,1675266587
492,palkino,57.5409,28.0126,273.01,97,100,3.67,RU,1675266588
493,ilula,-7.6766,36.0366,294.45,92,71,1.43,TZ,1675266588
494,leninsk,48.7119,45.1994,269.7,89,78,3.02,RU,1675266589
495,ozernovskiy,51.5,156.5167,268.45,58,100,5.46,RU,1675266589
496,isiolo,0.3546,37.5822,298.1,48,31,3.3,KE,1675266590
497,tual,-5.6667,132.75,301.2,79,98,4.98,ID,1675266590
498,bara,10.3744,10.7288,309.02,10,61,5.66,NG,1675266590
499,sao jose da coroa grande,-8.8978,-35.1478,301.99,65,91,4.4,BR,1675266591
500,ucluelet,48.9329,-125.5528,278.32,93,100,1.79,CA,1675266321
501,pio,15.0466,120.5181,297.84,78,20,2.06,PH,1675266592
502,panchagarh,26.3313,88.562,290.59,40,0,3.46,BD,1675266593
503,olafsvik,64.8945,-23.7142,272.28,82,81,5.24,IS,1675266594
504,kieta,-6.2167,155.6333,298.41,90,98,2.39,PG,1675266595
505,carutapera,-1.195,-46.02,297.37,93,100,1.87,BR,1675266595
506,nuuk,64.1835,-51.7216,262.49,73,40,1.54,GL,1675266352
507,nurota,40.5614,65.6886,282.46,86,100,13.66,UZ,1675266596
508,mecca,21.4267,39.8261,295.33,55,21,5.28,SA,1675266581
509,fairbanks,64.8378,-147.7164,261.26,83,100,2.06,US,1675266332
510,cabrera,19.6426,-69.9049,300.11,67,2,6.08,DO,1675266597
511,kondinskoye,59.6481,67.41,264.82,97,99,3.06,RU,1675266598
512,buturlino,55.5667,44.8974,269.94,94,99,5.19,RU,1675266598
513,koutiala,12.3917,-5.4642,308.09,6,92,3.34,ML,1675266598
514,kendari,-3.945,122.4989,298.25,92,100,2.07,ID,1675266599
515,ust-kulom,61.6864,53.6902,269.54,90,100,4.0,RU,1675266599
516,sam chuk,14.7576,100.0899,298.71,39,79,1.72,TH,1675266600
517,tuatapere,-46.1333,167.6833,289.51,97,95,1.93,NZ,1675266600
518,hervey bay,-25.2986,152.8535,298.6,92,100,4.41,AU,1675266601
519,metsavan,41.2016,44.2288,271.71,70,100,1.94,AM,1675266601
520,zhangye,38.9342,100.4517,269.25,43,92,2.82,CN,1675266602
521,behshahr,36.6923,53.5526,283.12,91,17,1.55,IR,1675266603
522,dunedin,-45.8742,170.5036,290.82,99,100,1.34,NZ,1675266604
523,sola,-13.8833,167.55,300.38,72,39,0.53,VU,1675266605
524,opuwo,-18.0607,13.84,301.14,30,99,3.03,NA,1675266606
525,aklavik,68.2191,-135.0107,236.15,67,0,2.06,CA,1675266608
526,coihaique,-45.5752,-72.0662,291.49,45,0,2.57,CL,1675266533
527,flin flon,54.7682,-101.865,244.06,76,75,2.57,CA,1675266612
528,kardla,58.9978,22.7492,273.18,93,100,1.54,EE,1675266613
529,eureka,40.8021,-124.1637,275.81,57,100,2.27,US,1675266614
530,adoni,15.6333,77.2833,299.4,43,86,4.91,IN,1675266615
531,kinwat,19.6333,78.2,296.36,36,33,1.76,IN,1675266617
532,mehamn,71.0357,27.8492,273.12,64,20,6.17,NO,1675266618
533,westport,41.1415,-73.3579,274.28,52,0,2.57,US,1675266621
534,mayya,61.7333,130.2811,234.77,99,100,1.02,RU,1675266622
535,davila,18.4726,120.5763,296.14,78,2,2.22,PH,1675266622
536,kenai,60.5544,-151.2583,271.01,95,100,0.0,US,1675266623
537,rocha,-34.4833,-54.3333,302.2,46,11,5.97,UY,1675266624
538,liku,-0.7275,119.8922,296.63,97,100,0.13,ID,1675266624
539,bridlington,54.0831,-0.1919,283.09,76,72,10.03,GB,1675266625
540,tikrit,34.6071,43.6782,286.81,52,78,4.4,IQ,1675266626
541,sept-iles,50.2001,-66.3821,258.18,69,20,3.09,CA,1675266620
542,faanui,-16.4833,-151.75,300.91,70,100,7.78,PF,1675266627
543,marquette,46.5333,-87.6335,258.9,71,7,3.58,US,1675266628
544,taoudenni,22.6783,-3.9836,296.0,10,53,5.12,ML,1675266628
545,springdale,36.1867,-94.1288,269.67,75,0,2.57,US,1675266629
546,sorkjosen,69.8,20.9333,268.15,100,75,0.0,NO,1675266629
547,novopavlovka,51.2172,109.2091,250.98,100,90,1.08,RU,1675266630
548,puerto escondido,15.85,-97.0667,299.61,89,0,4.12,MX,1675266631
549,kidodi,-7.6036,37.0044,299.15,77,66,1.36,TZ,1675266631
550,baie-comeau,49.2168,-68.1489,258.97,72,0,5.66,CA,1675266632
551,tamworth,52.634,-1.6959,283.33,74,98,6.76,GB,1675266382
552,wenling,28.3669,121.36,283.57,63,100,6.64,CN,1675266633
553,batagay,67.6333,134.6333,239.03,98,98,1.35,RU,1675266633
554,dembi dolo,8.5333,34.8,293.92,38,61,1.05,ET,1675266634
555,lovozero,68.005,35.0117,266.23,97,100,0.85,RU,1675266635
556,valdivia,-39.8142,-73.2459,291.2,29,0,1.16,CL,1675266365
557,resistencia,-27.4606,-58.9839,310.98,29,20,2.57,AR,1675266636
558,sisimiut,66.9395,-53.6735,253.36,84,78,2.53,GL,1675266636
559,viransehir,37.2353,39.7631,279.07,89,100,7.95,TR,1675266640
560,hayrabolu,41.2131,27.1069,277.59,58,27,3.43,TR,1675266641
561,san andres,12.5847,-81.7006,300.16,78,20,7.2,CO,1675266641
562,lovington,32.944,-103.3485,270.0,89,100,0.45,US,1675266642
563,komsomolskiy,40.4272,71.7189,272.55,80,100,2.06,UZ,1675266642
564,erzin,36.9559,36.2,280.05,90,100,3.17,TR,1675266642
565,tubmanburg,6.8708,-10.8172,308.04,38,17,3.22,LR,1675266643
566,kurtalan,37.9272,41.7028,278.74,87,99,2.07,TR,1675266643
567,kushima,31.4583,131.2333,283.97,79,88,2.77,JP,1675266644
568,saint-pierre,-21.3393,55.4781,299.97,74,75,7.72,RE,1675266644
569,papineauville,45.6168,-75.016,257.32,92,100,2.31,CA,1675266513
570,uchiza,-8.4592,-76.4633,296.43,95,100,0.69,PE,1675266645
571,worpswede,53.2167,8.9333,280.33,88,63,3.13,DE,1675266646
572,zhangjiakou,40.81,114.8794,262.59,44,88,2.2,CN,1675266646
573,manoel urbano,-8.8389,-69.2597,297.48,95,100,0.94,BR,1675266647
574,brigantine,39.4101,-74.3646,273.73,90,100,0.89,US,1675266647
575,santa isabel,-23.3156,-46.2214,299.76,88,100,3.01,BR,1675266648
576,yulara,-25.2406,130.9889,297.37,29,0,6.47,AU,1675266648
577,mnogovershinnyy,53.9353,139.9242,243.36,94,28,1.84,RU,1675266649
